stop_name,stop_lat,stop_lon,Bezirk,Bezirk_Name
Bf. Bergedorf,53.488888,10.205756,6,Bergedorf
Steinwerder,53.54004,9.966476,1,Hamburg-Mitte
U Eppendorfer Baum,53.584003,9.983598,4,Hamburg-Nord
S Hochkamp,53.561146,9.842697,2,Altona
Waltershof,53.52566,9.937227,1,Hamburg-Mitte
HBF/Steintorwall,53.551662,10.005705,1,Hamburg-Mitte
U Niendorf Markt,53.61888,9.952094,3,Eimsbüttel
S Tiefstack,53.530495,10.064805,1,Hamburg-Mitte
Farmsen,53.607117,10.117491,5,Wandsbek
Alsterdorfer Straße (U S Ohlsdorf),53.619644,10.032116,4,Hamburg-Nord
Lattenkamp (Sporthalle),53.599995,9.994566,4,Hamburg-Nord
Meiendorfer Weg,53.6388,10.1562,5,Wandsbek
U Wandsbek Markt,53.571804,10.068083,5,Wandsbek
U Hudtwalckerstraße,53.594093,9.996228,4,Hamburg-Nord
S Allermöhe,53.490536,10.158706,6,Bergedorf
Berne,53.62696,10.139707,5,Wandsbek
Rauhes Haus,53.554146,10.066458,1,Hamburg-Mitte
U Sengelmannstraße,53.60899,10.022162,4,Hamburg-Nord
Schlump,53.56761,9.969916,3,Eimsbüttel
U Straßburger Straße,53.582405,10.067815,4,Hamburg-Nord
Messe (Eingang Mitte),53.56191,9.975832,1,Hamburg-Mitte
Haupteingang Ohlsdorf,53.620716,10.034325,4,Hamburg-Nord
U Wandsbek-Gartenstadt,53.592014,10.076061,5,Wandsbek
Hovestieg,53.525127,10.021614,1,Hamburg-Mitte
U Stephansplatz,53.558296,9.98808,1,Hamburg-Mitte
Saselbekstraße,53.656193,10.134101,5,Wandsbek
Halenreie,53.653194,10.160215,5,Wandsbek
Ebertallee,53.567833,9.888529,2,Altona
HBF/Steintordamm,53.552,10.007987,1,Hamburg-Mitte
S Sülldorf,53.580315,9.796317,2,Altona
Überseequartier,53.540493,9.998456,1,Hamburg-Mitte
U Billstedt,53.54256,10.107664,1,Hamburg-Mitte
Fuhlsbüttel Nord,53.63944,10.016763,4,Hamburg-Nord
U Hallerstraße,53.572742,9.98932,3,Eimsbüttel
U Langenhorn Markt (Tangstedter Landstraße,53.648956,10.016368,4,Hamburg-Nord
Wandsbeker Chaussee,53.5698,10.057736,5,Wandsbek
Eilbeker Weg,53.568787,10.043848,5,Wandsbek
U S Landungsbrücken,53.5457,9.970465,1,Hamburg-Mitte
Wagnerstraße,53.57013,10.039922,5,Wandsbek
Eidelstedter Platz,53.60832,9.904851,3,Eimsbüttel
U Rödingsmarkt,53.548363,9.989717,1,Hamburg-Mitte
S Othmarschen,53.559006,9.887199,2,Altona
U Langenhorn Markt,53.649433,10.017356,4,Hamburg-Nord
Theater im Hafen,53.540764,9.974156,1,Hamburg-Mitte
S Neugraben,53.473255,9.851797,7,Harburg
U Christuskirche,53.569565,9.964787,3,Eimsbüttel
Kleine Seilerstraße,53.551056,9.967967,1,Hamburg-Mitte
Bf. Hasselbrook,53.565296,10.057293,5,Wandsbek
Sievekingplatz,53.555958,9.97746,1,Hamburg-Mitte
Volksdorf,53.650482,10.163261,5,Wandsbek
U Niendorf Nord,53.64034,9.949596,3,Eimsbüttel
Lattenkampstieg,53.597225,9.997162,4,Hamburg-Nord
Bf. Tonndorf,53.586483,10.122585,5,Wandsbek
Klosterstern,53.58158,9.988386,3,Eimsbüttel
Altona,53.552803,9.934821,2,Altona
Rahlstedt,53.604923,10.154616,5,Wandsbek
Meßberg,53.54773,10.000746,1,Hamburg-Mitte
U Alter Teichweg,53.58612,10.064958,4,Hamburg-Nord
Legienstraße,53.547016,10.096767,1,Hamburg-Mitte
Klein Borstel,53.628162,10.033265,4,Hamburg-Nord
Jungfernstieg,53.553146,9.994467,1,Hamburg-Mitte
U Steinstraße,53.55009,10.004558,1,Hamburg-Mitte
U Alsterdorf,53.60689,10.011715,4,Hamburg-Nord
Merkenstraße,53.538704,10.124669,1,Hamburg-Mitte
Mundsburg,53.56944,10.027543,4,Hamburg-Nord
Herbstsweg,53.59541,10.050118,4,Hamburg-Nord
Alsterdorf,53.606396,10.011347,4,Hamburg-Nord
Habichtstraße,53.593586,10.052265,4,Hamburg-Nord
Buchenkamp,53.652897,10.185602,5,Wandsbek
Steinfurther Allee (Nord),53.54128,10.137946,1,Hamburg-Mitte
U Borgweg,53.590664,10.015524,4,Hamburg-Nord
U Saarlandstraße,53.58773,10.034272,4,Hamburg-Nord
Fuhlsbüttel,53.63238,10.026807,4,Hamburg-Nord
Trabrennbahn,53.59831,10.102579,5,Wandsbek
Reeseberg,53.450752,9.987748,7,Harburg
A Eidelstedt Zentrum,53.610233,9.901142,3,Eimsbüttel
U Hagenbecks Tierpark,53.593327,9.94356,3,Eimsbüttel
U S Berliner Tor,53.55341,10.025046,1,Hamburg-Mitte
Lippeltstraße,53.545544,10.016287,1,Hamburg-Mitte
Lutterothstraße,53.582058,9.947737,3,Eimsbüttel
Friedensallee,53.554974,9.928585,2,Altona
U Ochsenzoll,53.677616,10.000661,4,Hamburg-Nord
U Hoheluftbrücke,53.578674,9.976061,3,Eimsbüttel
U S Barmbek,53.58755,10.045357,4,Hamburg-Nord
S Rissen,53.58249,9.758606,2,Altona
Hagendeel,53.60386,9.945257,3,Eimsbüttel
U Mundsburg,53.5697,10.027597,4,Hamburg-Nord
Hauptbahnhof Nord,53.554024,10.005202,1,Hamburg-Mitte
Gurlittstraße,53.55732,10.011257,1,Hamburg-Mitte
U S Jungfernstieg,53.55304,9.992653,1,Hamburg-Mitte
Bf. Tonndorf (Tonndorfer Hauptstraße),53.58565,10.123331,5,Wandsbek
Winterhuder Marktplatz,53.594723,9.999381,4,Hamburg-Nord
Berliner Tor,53.553333,10.022863,1,Hamburg-Mitte
Moorstieg,53.470642,9.920608,7,Harburg
Ohlstedt,53.694366,10.137192,5,Wandsbek
U Klosterstern,53.582302,9.987371,3,Eimsbüttel
Buckhorn,53.66441,10.155643,5,Wandsbek
U S Wandsbeker Chaussee,53.570156,10.058625,5,Wandsbek
Dehnhaide,53.578976,10.040793,4,Hamburg-Nord
Dammtor,53.560757,9.989569,3,Eimsbüttel
Straßburger Straße,53.581657,10.068183,4,Hamburg-Nord
Nagelsweg,53.543438,10.022522,1,Hamburg-Mitte
Uhlandstraße,53.56425,10.027004,4,Hamburg-Nord
U Buchenkamp,53.65305,10.186608,5,Wandsbek
HBF/Kirchenallee,53.554066,10.008175,1,Hamburg-Mitte
U Burgstraße,53.55579,10.042985,1,Hamburg-Mitte
Bf. Wandsbek,53.570457,10.078442,5,Wandsbek
Messehallen,53.558197,9.976788,1,Hamburg-Mitte
Hauptbahnhof Süd,53.552017,10.009568,1,Hamburg-Mitte
Elbe-Werkstätten Nord,53.638245,10.135179,5,Wandsbek
Landungsbrücken Brücke 1,53.544785,9.971596,1,Hamburg-Mitte
Ritterstraße,53.56769,10.046623,5,Wandsbek
U Baumwall,53.54444,9.981666,1,Hamburg-Mitte
Dockland (Fischereihafen),53.54317,9.934981,2,Altona
S Reeperbahn,53.55095,9.955632,2,Altona
U Berne,53.62597,10.140138,5,Wandsbek
Hasselbrook,53.564716,10.056122,5,Wandsbek
U Fuhlsbüttel,53.631897,10.026097,4,Hamburg-Nord
U S Sternschanze,53.56415,9.96635,2,Altona
Airport,53.63257,10.006366,4,Hamburg-Nord
Am Rosengarten,53.52672,9.822961,7,Harburg
Parkstraße/Elbchaussee,53.54668,9.881378,2,Altona
Seumestraße,53.573597,10.052283,5,Wandsbek
U Farmsen,53.607174,10.117447,5,Wandsbek
Steinstraße,53.54907,10.006289,1,Hamburg-Mitte
U Meiendorfer Weg,53.63906,10.157089,5,Wandsbek
U Horner Rennbahn,53.55444,10.084631,1,Hamburg-Mitte
S Wellingsbüttel,53.640953,10.082736,5,Wandsbek
Langenhorn Nord,53.66057,10.017437,4,Hamburg-Nord
U Hamburger Straße,53.574192,10.037128,4,Hamburg-Nord
S Klein Flottbek,53.55836,9.861355,2,Altona
Niendorf Nord,53.6407,9.950225,3,Eimsbüttel
Neuländer Hauptdeich,53.470146,9.995383,7,Harburg
Langenhorn Markt,53.64895,10.017275,4,Hamburg-Nord
U Gänsemarkt,53.555454,9.988592,1,Hamburg-Mitte
Harburg,53.455902,9.991704,7,Harburg
Billstedt,53.54259,10.107296,1,Hamburg-Mitte
A Burgwedel,53.648174,9.907798,3,Eimsbüttel
Griegstraße,53.554382,9.909693,2,Altona
U S Ohlsdorf(Freibad),53.620796,10.030984,4,Hamburg-Nord
U Langenhorn Nord,53.66136,10.018722,4,Hamburg-Nord
Alter Teichweg,53.586613,10.064518,4,Hamburg-Nord
Bf. Altona,53.551525,9.934918,2,Altona
Wandsbek Markt,53.5716,10.066719,5,Wandsbek
Neuhof,53.524166,9.940712,1,Hamburg-Mitte
Hudtwalckerstraße,53.59483,9.996075,4,Hamburg-Nord
Hbf,53.55271,10.007025,1,Hamburg-Mitte
Osterstraße,53.57614,9.951689,3,Eimsbüttel
S Poppenbüttel (Stormarnplatz),53.65142,10.094468,5,Wandsbek
S Rübenkamp (Zugang S-Bahn),53.60739,10.032987,4,Hamburg-Nord
Argentinienbrücke,53.528225,9.976088,1,Hamburg-Mitte
Neugraben,53.474144,9.852053,7,Harburg
S Friedrichsberg,53.576508,10.05857,4,Hamburg-Nord
S Iserbrook,53.577423,9.813457,2,Altona
Ochsenzoll,53.678005,10.001492,4,Hamburg-Nord
Barmbek,53.587353,10.044449,4,Hamburg-Nord
Hauptbahnhof/ZOB,53.55213,10.009954,1,Hamburg-Mitte
Niendorf Markt,53.619568,9.951537,3,Eimsbüttel
Steinfurther Allee,53.541084,10.139177,1,Hamburg-Mitte
Lohmühlenstraße,53.556553,10.019009,1,Hamburg-Mitte
U Überseequartier,53.541252,9.999282,1,Hamburg-Mitte
U S Berliner Tor (Beim Strohhause),53.553307,10.021746,1,Hamburg-Mitte
Immenhöven,53.66083,10.021722,4,Hamburg-Nord
HBF/Spitalerstraße,53.552605,10.005139,1,Hamburg-Mitte
S Poppenbüttel (Wentzelplatz),53.651398,10.09268,5,Wandsbek
S Nettelnburg,53.488556,10.181685,6,Bergedorf
Flughafenstraße,53.63961,10.012209,4,Hamburg-Nord
U Steinfurther Allee,53.54147,10.139006,1,Hamburg-Mitte
S Alte Wöhr,53.59683,10.037029,4,Hamburg-Nord
U Sierichstraße,53.590553,10.002417,4,Hamburg-Nord
U HafenCity Universität,53.54083,10.006559,1,Hamburg-Mitte
Christuskirche,53.569626,9.962415,3,Eimsbüttel
S Bahrenfeld,53.55979,9.909873,2,Altona
Burgstraße,53.55589,10.041746,1,Hamburg-Mitte
Im Grünen Grunde,53.62302,10.031487,4,Hamburg-Nord
Joachim-Mähl-Straße,53.629017,9.949893,3,Eimsbüttel
S Landwehr (Ramazan-Avci-Platz),53.56148,10.037056,4,Hamburg-Nord
U Lohmühlenstraße,53.55713,10.02006,1,Hamburg-Mitte
U Kellinghusenstraße,53.5882,9.991313,4,Hamburg-Nord
U Wartenau,53.56295,10.033292,4,Hamburg-Nord
Stephansplatz (Oper/CCH),53.558556,9.98932,1,Hamburg-Mitte
U Uhlandstraße,53.56549,10.025908,4,Hamburg-Nord
U Mümmelmannsberg,53.52712,10.14984,1,Hamburg-Mitte
U St.Pauli,53.550182,9.970446,1,Hamburg-Mitte
Emilienstraße,53.571693,9.952758,3,Eimsbüttel
Ohlsdorf,53.620716,10.03119,4,Hamburg-Nord
Trabrennbahn Bahrenfeld,53.573635,9.89197,2,Altona
Hallerstraße,53.57292,9.988934,3,Eimsbüttel
Brandstwiete,53.54707,9.997117,1,Hamburg-Mitte
Stellingen,53.589844,9.918338,3,Eimsbüttel
U Schlump,53.56783,9.969372,3,Eimsbüttel
U Ritterstraße,53.567276,10.043946,5,Wandsbek
Wartenau,53.56468,10.035556,5,Wandsbek
U Dehnhaide,53.580223,10.040991,4,Hamburg-Nord
Maria-Louisen-Straße (Nord),53.591747,10.005957,4,Hamburg-Nord
U Feldstraße,53.5574,9.969216,1,Hamburg-Mitte
U S Sternschanze (Kehre),53.56417,9.968641,2,Altona
U Lübecker Straße,53.560047,10.028783,4,Hamburg-Nord
Lübecker Straße,53.559574,10.028864,4,Hamburg-Nord
U Merkenstraße,53.539154,10.127328,1,Hamburg-Mitte
Kriegerdankweg,53.632526,9.9084,3,Eimsbüttel
Kiwittsmoor,53.675133,10.01582,4,Hamburg-Nord
S Blankenese,53.56331,9.814409,2,Altona
U Berne (Berner Heerweg),53.626602,10.138701,5,Wandsbek
U Hammer Kirche,53.555515,10.054582,1,Hamburg-Mitte
Sachsenstraße,53.54628,10.027085,1,Hamburg-Mitte
Landungsbrücken Brücke 2,53.545025,9.970617,1,Hamburg-Mitte
Gänsemarkt (Oper),53.555733,9.986481,1,Hamburg-Mitte
S Rübenkamp,53.60739,10.033032,4,Hamburg-Nord
Maxstraße,53.57085,10.048258,5,Wandsbek
Mümmelmannsberg,53.528725,10.150055,1,Hamburg-Mitte
HBF/Mönckebergstraße,53.551548,10.004187,1,Hamburg-Mitte
Schippelsweg,53.6348,9.952678,3,Eimsbüttel
Landungsbrücken Brücke 3,53.545097,9.969755,1,Hamburg-Mitte
Kellinghusenstraße,53.58883,9.990577,4,Hamburg-Nord
U Emilienstraße,53.57147,9.952462,3,Eimsbüttel
Holstenstraße,53.561764,9.949739,2,Altona
Süderelbe (Süd),53.470257,9.993731,7,Harburg
Sengelmannstraße (City Nord),53.60944,10.021992,4,Hamburg-Nord
Hammer Kirche,53.555622,10.054852,1,Hamburg-Mitte
Albertinen-Krankenhaus (A Schnelsen),53.632126,9.905363,3,Eimsbüttel
Wohlersweg,53.455696,9.999731,7,Harburg
HafenCity Universität,53.54067,10.007601,1,Hamburg-Mitte
Tonndorf,53.58647,10.123049,5,Wandsbek
U S Ohlsdorf,53.621597,10.031424,4,Hamburg-Nord
Hagenbecks Tierpark,53.5929,9.944081,3,Eimsbüttel
A Schnelsen,53.633255,9.905974,3,Eimsbüttel
U Fuhlsbüttel Nord,53.640163,10.017105,4,Hamburg-Nord
Horner Rennbahn,53.55353,10.084282,1,Hamburg-Mitte
U Lattenkamp,53.59989,9.993937,4,Hamburg-Nord
Wandsbek-Gartenstadt,53.592484,10.074893,5,Wandsbek
U Volksdorf,53.650635,10.161796,5,Wandsbek
S Elbgaustraße,53.60356,9.893749,3,Eimsbüttel
A S Eidelstedt,53.59609,9.905433,3,Eimsbüttel
AIRBUS,53.536594,9.847978,1,Hamburg-Mitte
AIRBUS (Fähranleger/Haus 25),53.543102,9.841063,1,Hamburg-Mitte
AIRBUS (Kehre),53.5371,9.847294,1,Hamburg-Mitte
AIRBUS (Osttor/Einfahrt),53.53784,9.846781,1,Hamburg-Mitte
AIRBUS (Schiffsanleger),53.544823,9.840992,1,Hamburg-Mitte
AIRBUS (Werkgelände),53.54317,9.832647,1,Hamburg-Mitte
AK Altona (Eingang),53.555035,9.898248,2,Altona
AK Barmbek,53.60512,10.039917,4,Hamburg-Nord
AK Harburg,53.459,9.951442,7,Harburg
AK St. Georg,53.55996,10.014677,1,Hamburg-Mitte
AK Wandsbek,53.568703,10.091341,5,Wandsbek
Achter de Höf,53.57946,9.761448,2,Altona
Achterdeich,53.408684,10.246628,6,Bergedorf
Achterdiekbrücke,53.427082,10.203356,6,Bergedorf
Achterkamp,53.43802,10.008081,7,Harburg
Achtern Born (Kindermuseum),53.587082,9.851707,2,Altona
Achtern Brack (Ost),53.50809,9.849458,7,Harburg
Achtern Brack (West),53.507153,9.843561,7,Harburg
Achtern Sand,53.584377,9.770822,2,Altona
Achtern Styg,53.58136,9.866812,2,Altona
Achterschlag,53.468174,10.237544,6,Bergedorf
Adebarweg,53.58356,9.74538,2,Altona
Adolf-Köster-Damm,53.485397,10.146946,6,Bergedorf
Afrikastraße,53.527508,9.989833,1,Hamburg-Mitte
Agathe-Lasch-Weg,53.552544,9.893608,2,Altona
Ahrensburger Platz,53.655777,10.176027,5,Wandsbek
Alaskaweg,53.62835,10.150564,5,Wandsbek
Albert-Schweitzer-Ring,53.579433,10.123114,5,Wandsbek
Albertstraße,53.5491,10.019774,1,Hamburg-Mitte
Alfred-Mahlau-Weg,53.609818,10.054477,5,Wandsbek
Alfredstraße,53.55762,10.033022,1,Hamburg-Mitte
Algermissenstraße,53.49701,10.011515,1,Hamburg-Mitte
Allermöher Deich 187,53.47606,10.140563,6,Bergedorf
Allermöher Deich 355,53.47253,10.162518,6,Bergedorf
Allermöher Deich 365,53.472454,10.164835,6,Bergedorf
Allermöher Deich 75,53.48292,10.124553,6,Bergedorf
Allermöher Kirche,53.48216,10.129309,6,Bergedorf
Allermöher Werftstegel,53.471718,10.17233,6,Bergedorf
Alsenplatz,53.56648,9.951802,2,Altona
Alsterblick,53.69929,10.1237,5,Wandsbek
Alsterchaussee,53.57274,9.994015,3,Eimsbüttel
Alsterdorfer Damm,53.61342,9.999383,4,Hamburg-Nord
Alsterdorfer Straße/Überseekolleg,53.617237,10.026705,4,Hamburg-Nord
Alsterkrugchaussee (Mitte),53.61785,10.005352,4,Hamburg-Nord
Alsterkrugchaussee 244,53.610394,9.99564,4,Hamburg-Nord
Alsterredder,53.659157,10.095584,5,Wandsbek
Alstertal-Einkaufszentrum,53.655323,10.093019,5,Wandsbek
Alte Holstenstraße,53.49048,10.208376,6,Bergedorf
Alte Horster Schule,53.455887,10.283164,6,Bergedorf
Alte Landstraße (Nord),53.653202,10.077295,5,Wandsbek
Alte Schule Moorburg,53.494865,9.927744,7,Harburg
Alte Schule Neuland,53.470463,10.027449,7,Harburg
Alte Schule Reitbrook,53.468044,10.148812,6,Bergedorf
Alte Schule Seefeld,53.44401,10.164312,6,Bergedorf
Alte Twiete,53.41923,10.20139,6,Bergedorf
Altengamme (Feuerwehr),53.430325,10.274404,6,Bergedorf
Altengamme (Süd),53.427605,10.285863,6,Bergedorf
Altengammer Elbwiesen,53.426716,10.279336,6,Bergedorf
Altengammer Löschplatz,53.428722,10.290726,6,Bergedorf
Altengammer Marschbahndamm,53.44157,10.301681,6,Bergedorf
Altenwerder Hauptstraße (Mitte),53.500343,9.921444,7,Harburg
Altenwerder Hauptstraße (Süd),53.499012,9.919245,7,Harburg
Alter Bahnhof Kirchwerder,53.42516,10.200714,6,Bergedorf
Alter Berner Weg,53.64403,10.12167,5,Wandsbek
Alter Fährweg,53.53181,9.778312,7,Harburg
Alter Fährweg (Kehre),53.531925,9.777364,7,Harburg
Alter Güterbahnhof,53.59108,10.035419,4,Hamburg-Nord
Alter Zollweg,53.60791,10.137211,5,Wandsbek
Altes Estesperrwerk,53.533638,9.77542,7,Harburg
Altes Rathaus Rahlstedt,53.60229,10.159025,5,Wandsbek
Altona (Fischmarkt),53.54394,9.952231,2,Altona
Altonaer Poststraße,53.55011,9.940314,2,Altona
Altwiedenthaler Straße,53.478085,9.888246,7,Harburg
Aluminiumwerk,53.5178,9.88953,1,Hamburg-Mitte
Am Altenwerder Kirchtal,53.507046,9.921605,7,Harburg
Am Altenwerder Kirchtal (Süd),53.503952,9.921839,7,Harburg
Am Baum,53.48927,10.225804,6,Bergedorf
Am Bergedorfer Hafen,53.48828,10.206234,6,Bergedorf
Am Born,53.554386,9.924007,2,Altona
Am Botterbarg,53.574856,9.83493,2,Altona
Am Callabrack,53.48245,10.009773,1,Hamburg-Mitte
Am Damm,53.63197,10.089165,5,Wandsbek
Am Dornberg,53.60171,10.108206,5,Wandsbek
Am Elisabethgehölz,53.5572,10.062056,1,Hamburg-Mitte
Am Frankenberg,53.436367,9.985521,7,Harburg
Am Fuchsberg,53.46524,9.948314,7,Harburg
Am Gehöckel,53.640087,10.054598,5,Wandsbek
Am Genter Ufer,53.515553,9.895663,1,Hamburg-Mitte
Am Gleisdreieck,53.49552,10.129182,6,Bergedorf
Am Gnadenberg,53.638107,10.035483,5,Wandsbek
Am Güterbahnhof,53.485233,10.201824,6,Bergedorf
Am Hegen,53.589096,10.180486,5,Wandsbek
Am Hehsel,53.647137,10.056286,5,Wandsbek
Am Hirschpark,53.55665,9.821262,2,Altona
Am Hohen Feld,53.57103,10.115585,5,Wandsbek
Am Hohen Hause (Rentenversicherung),53.592354,10.109818,5,Wandsbek
Am Horner Moor,53.55461,10.100364,1,Hamburg-Mitte
Am Husarendenkmal,53.56477,10.077928,5,Wandsbek
Am Isfeld,53.571632,9.840875,2,Altona
Am Jenfelder Moor,53.57651,10.113796,5,Wandsbek
Am Kaiserkai (Elbphilharmonie),53.542717,9.985572,1,Hamburg-Mitte
Am Kroog,53.609497,10.141137,5,Wandsbek
Am Langberg,53.51598,10.157843,6,Bergedorf
Am Licentiatenberg,53.614178,9.983626,4,Hamburg-Nord
Am Lilienberg,53.584377,9.775443,2,Altona
Am Mühlenbach,53.53101,10.154347,1,Hamburg-Mitte
Am Neumarkt 63,53.575672,10.096669,5,Wandsbek
Am Ohlendorffturm,53.59487,10.168745,5,Wandsbek
Am Papenbrack,53.48807,10.009012,1,Hamburg-Mitte
Am Pavillon,53.433926,9.968767,7,Harburg
Am Pfeilshof,53.640675,10.098401,5,Wandsbek
Am Pulverhof,53.592873,10.137441,5,Wandsbek
Am Pulverhof (Mitte),53.59407,10.13446,5,Wandsbek
Am Radeland,53.47181,9.925645,7,Harburg
Am Sandtorkai,53.54315,9.991713,1,Hamburg-Mitte
Am Schilfpark,53.47976,10.204636,6,Bergedorf
Am Schleusengraben,53.47741,10.206347,6,Bergedorf
Am Schulwald,53.6501,10.027232,4,Hamburg-Nord
Am Stadtrand,53.588886,10.098869,5,Wandsbek
Am Stühm-Süd,53.627785,10.09991,5,Wandsbek
Am Volkspark,53.585506,9.908287,2,Altona
Ameisweg,53.47716,10.181578,6,Bergedorf
Amtsstraße,53.596436,10.163366,5,Wandsbek
An de Geest,53.469944,9.819345,7,Harburg
An den Wiesen,53.479313,9.855676,7,Harburg
An der Bergkoppel,53.500668,10.198794,6,Bergedorf
An der Eiche,53.43418,10.010629,7,Harburg
An der Lohe,53.623844,9.95264,3,Eimsbüttel
An der Pollhofsbrücke,53.479706,10.231146,6,Bergedorf
An der Schleemer Mühle,53.53726,10.115948,1,Hamburg-Mitte
Andreas-Meyer-Straße (Mitte),53.518078,10.078294,1,Hamburg-Mitte
Andreas-Meyer-Straße (Ost),53.51601,10.081634,1,Hamburg-Mitte
Andreas-Meyer-Straße (West),53.522053,10.071882,1,Hamburg-Mitte
Angerburger Straße,53.591743,10.087505,5,Wandsbek
Anna-Susanna-Stieg,53.64303,9.921439,3,Eimsbüttel
Anne-Frank-Straße,53.570396,9.789316,2,Altona
Anton-Rée-Schule,53.48241,10.17446,6,Bergedorf
Apostelkirche,53.575317,9.945237,3,Eimsbüttel
Appelbütteler Weg,53.436623,9.9346,7,Harburg
Archenholzstraße (Ost),53.544636,10.125496,1,Hamburg-Mitte
Arenen,53.588585,9.899353,2,Altona
Arenen (Luftbadweg),53.58416,9.897443,2,Altona
Argentinienbrücke (Fähre),53.528,9.974493,1,Hamburg-Mitte
Armbruststraße,53.57422,9.939929,3,Eimsbüttel
Arningstraße,53.537045,9.985199,1,Hamburg-Mitte
Arningstraße (Fähre),53.537148,9.984568,1,Hamburg-Mitte
Arnswalder Straße,53.613667,10.151464,5,Wandsbek
Arp-Schnitger-Stieg,53.513695,9.811446,7,Harburg
Aschenputtelstraße,53.562473,10.119646,1,Hamburg-Mitte
Asklepios Westklinikum (Mitte),53.582478,9.778926,2,Altona
Asklepios Westklinikum (Ost),53.581997,9.782224,2,Altona
Asklepios Westklinikum (West),53.58225,9.773637,2,Altona
Auedeich,53.526787,9.884711,1,Hamburg-Mitte
Auenstraße,53.57242,10.050693,5,Wandsbek
Auf dem Sande (Speicherstadt),53.54387,9.989883,1,Hamburg-Mitte
Auf dem Sülzbrack,53.40755,10.177812,6,Bergedorf
Auf der Bojewiese,53.496716,10.177827,6,Bergedorf
Auf der Hohen Schaar,53.497566,9.963503,1,Hamburg-Mitte
Auf der Jahnhöhe,53.453876,9.929665,7,Harburg
August-Bebel-Straße,53.48318,10.233929,6,Bergedorf
August-Kirch-Straße,53.571438,9.89769,2,Altona
Augustastraße,53.49085,10.215302,6,Bergedorf
Auguste-Baur-Straße,53.559147,9.813493,2,Altona
Augustenburger Straße,53.56544,9.944624,2,Altona
Aurubis Werk Ost,53.51537,10.03535,1,Hamburg-Mitte
Aurubis Zentrale,53.5216,10.033829,1,Hamburg-Mitte
Ausschläger Allee (Kfz-Verwahrstelle),53.53102,10.060043,1,Hamburg-Mitte
Ausschläger Weg (LBV),53.547573,10.038294,1,Hamburg-Mitte
Außenmühle,53.45054,9.981951,7,Harburg
Averhoffstraße,53.570637,10.01682,4,Hamburg-Nord
Axel-Springer-Platz,53.552208,9.985521,1,Hamburg-Mitte
BAB-Auffahrt Horn,53.559444,10.067757,1,Hamburg-Mitte
BAB-Auffahrt Stellingen,53.596596,9.92221,3,Eimsbüttel
BAB-Auffahrt Waltershof,53.514236,9.911917,1,Hamburg-Mitte
BAB-Auffahrt Waltershof (N),53.5144,9.912433,1,Hamburg-Mitte
BG Klinikum Boberg,53.5076,10.180179,6,Bergedorf
Baakenhöft,53.538307,10.008576,1,Hamburg-Mitte
Bachstraße,53.577038,10.024855,4,Hamburg-Nord
Bahngärten,53.57039,10.077814,5,Wandsbek
Bahnübergang Sieversstücken,53.581223,9.78523,2,Altona
Bahrenfelder Marktplatz,53.56447,9.901784,2,Altona
Bahrenfelder Straße,53.55042,9.928266,2,Altona
Banksstraße (Großmarkt),53.544655,10.015005,1,Hamburg-Mitte
Bargkoppelweg,53.626,10.161181,5,Wandsbek
Bargteheider Straße (Nord),53.6139,10.15549,5,Wandsbek
Bargteheider Straße (Süd),53.602455,10.145464,5,Wandsbek
Barmwisch,53.597027,10.091782,5,Wandsbek
Baron-Voght-Straße (Mitte),53.557533,9.865011,2,Altona
Bartholomäus-Therme,53.577843,10.028307,4,Hamburg-Nord
Basselweg,53.587402,9.931931,3,Eimsbüttel
Bauerberg,53.550255,10.078464,1,Hamburg-Mitte
Bauernholztal,53.456356,9.866731,7,Harburg
Bauernrosenweg,53.598396,10.065824,5,Wandsbek
Bauernstegel,53.47977,10.054456,1,Hamburg-Mitte
Baumacker,53.6207,9.897648,3,Eimsbüttel
Baumläuferweg,53.604355,9.876574,2,Altona
Bebelallee,53.605705,9.996255,4,Hamburg-Nord
Beckers Treppe,53.55823,9.808044,2,Altona
Beerbuschredder,53.677715,10.119054,5,Wandsbek
Beerentalweg,53.448345,9.94291,7,Harburg
Beethovenstraße,53.574673,10.021854,4,Hamburg-Nord
Behnsrade,53.512226,10.199181,6,Bergedorf
Behnstraße,53.546116,9.943002,2,Altona
Behringstraße (AK Altona),53.557037,9.90078,2,Altona
Behrmannplatz,53.599094,9.957596,3,Eimsbüttel
Bei St. Annen,53.545525,9.997209,1,Hamburg-Mitte
Bei der Blauen Brücke,53.436775,10.237037,6,Bergedorf
Beim Avenberg,53.4711,10.082554,6,Bergedorf
Beim Bieberhof,53.485348,10.072161,6,Bergedorf
Beim Farenland,53.635387,10.13597,5,Wandsbek
Beim Hammer Marktplatz,53.557114,10.054041,1,Hamburg-Mitte
Bekkamp,53.576004,10.143646,5,Wandsbek
Bekkampsweg,53.574978,10.138923,5,Wandsbek
Bekstück,53.609947,9.964731,3,Eimsbüttel
Bergheide,53.46779,9.854736,7,Harburg
Bergstedter Alte Landstraße,53.67402,10.13309,5,Wandsbek
Bergstedter Markt,53.67022,10.126208,5,Wandsbek
Berkefeldweg,53.470654,9.952697,7,Harburg
Berliner Platz,53.583984,10.141506,5,Wandsbek
Bernadottestraße,53.548634,9.890056,2,Altona
Berner Chaussee,53.619076,10.080355,5,Wandsbek
Berner Heerweg,53.618595,10.126405,5,Wandsbek
